date,open,high,low,close,volume,ma_price5,ma_volume5,amount,amplitude,price_change_pct,turnover_rate
2019-01-30,5.79,5.88,5.7,5.71,5338523,6.03,6581255,30482966.33,3.11,-1.38,2.23
2019-01-31,5.73,5.73,5.46,5.53,7701755,5.868,6874234,42590705.15,4.71,-3.49,4.08
2019-02-01,5.55,5.88,5.55,5.84,6932174,5.802,6958646,40483896.16,5.95,5.23,4.85
2019-02-11,5.93,5.96,5.86,5.94,5244160,5.764,6889487,31150310.400000002,1.69,0.17,4.68
2019-02-12,5.94,6.18,5.92,6.11,7801255,5.826,6603573,47665668.050000004,4.38,2.86,3.51
2019-02-13,6.12,6.27,6.1,6.24,6392608,5.932,6814390,39889873.92,2.78,1.96,1.83
2019-02-14,6.23,6.3,6.15,6.26,4975529,6.078,6269145,31146811.54,2.41,0.48,2.89
2019-02-15,6.29,6.43,6.23,6.27,5285303,6.164,5939771,33138849.81,3.18,-0.32,4.01
2019-02-18,6.29,6.57,6.28,6.55,7982326,6.286,6487404,52284235.3,4.61,4.13,1.94
2019-02-19,6.57,6.7,6.45,6.59,9010106,6.382,6729174,59376598.54,3.81,0.3,3.84
2019-02-20,6.61,6.88,6.51,6.63,11452701,6.46,7741193,75931407.63,5.6,0.3,3.2
2019-02-21,6.65,6.81,6.51,6.55,10398685,6.518,8825824,68111386.75,4.51,-1.5,0.51
2019-02-22,6.53,6.82,6.5,6.81,11858857,6.626,10140535,80758816.17,4.9,4.29,1.7
2019-02-25,7.07,7.49,7.07,7.49,18519010,6.814,12247872,138707384.9,5.94,5.94,4.15
2019-02-26,7.88,8.24,7.7,8.24,18679952,7.144,14181841,153922804.48,6.85,4.57,3.96
2019-02-27,8.88,8.88,7.52,7.74,46084718,7.366,21108244,356695717.32,15.32,-12.84,2.98
2019-02-28,7.57,8.13,7.52,7.79,30418525,7.614,25112212,236960309.75,8.06,2.91,4.9
2019-03-01,7.9,8.07,7.76,7.89,26601505,7.83,28060742,209885874.45,3.92,-0.13,2.41
2019-03-04,7.9,8.13,7.69,7.86,26989212,7.904,29754782,212135206.32000002,5.57,-0.51,4.75
2019-03-05,7.88,8.2,7.81,8.17,26338092,7.89,31286410,215182211.64,4.95,3.68,3.95
2019-03-06,8.36,8.48,7.98,8.4,28636547,8.022,27796776,240546994.8,5.98,0.48,2.14
2019-03-07,8.31,9.24,8.19,9.24,35920690,8.312,28897209,331907175.6,12.64,11.19,1.55
2019-03-08,8.8,9.55,8.32,8.32,35155344,8.398,30607977,292492462.08,13.98,-5.45,0.51
2019-03-11,8.61,8.88,8.3,8.75,22781743,8.576,29766483,199340251.25,6.74,1.63,4.23
2019-03-12,8.92,9.25,8.65,8.98,26527233,8.738,29804311,238214552.34,6.73,0.67,0.46
2019-03-13,9.01,9.11,8.44,8.51,20237238,8.76,28124450,172218895.38,7.44,-5.55,1.8
2019-03-14,8.5,8.65,7.93,8.11,17414458,8.534,24423203,141231254.38,8.47,-4.59,4.84
