date,open,high,low,close,volume,ma_price5,ma_volume5,amount,amplitude,price_change_pct,turnover_rate
2023-01-13,25.11,25.13,24.95,25.11,256600,25.172,360642,6443226.0,0.72,0.0,2.89
2023-01-16,25.11,25.83,25.09,25.54,669648,25.19,401991,17102809.919999998,2.95,1.71,0.01
2023-01-17,25.54,25.7,25.41,25.52,404000,25.244,408602,10310080.0,1.14,-0.08,2.92
2023-01-18,25.76,25.76,25.46,25.52,319700,25.352,386320,8158744.0,1.16,-0.93,3.89
2023-01-19,25.56,25.93,25.5,25.92,611691,25.522,452328,15855030.72,1.68,1.41,4.8
2023-01-20,25.92,26.16,25.85,26.06,508896,25.712,502787,13261829.76,1.2,0.54,1.15
2023-01-30,26.36,26.4,26.18,26.25,617150,25.854,492287,16200187.5,0.83,-0.42,1.02
2023-01-31,26.35,26.35,26.15,26.34,468950,26.018,505277,12352143.0,0.76,-0.04,1.68
2023-02-01,26.34,26.69,26.34,26.69,698326,26.252,581003,18638320.94,1.33,1.33,0.35
2023-02-02,26.69,26.78,26.5,26.63,508108,26.394,560286,13530916.04,1.05,-0.22,0.16
2023-02-03,26.67,26.75,26.26,26.6,584955,26.502,575498,15559803.0,1.84,-0.26,3.89
2023-02-06,26.76,26.79,26.47,26.6,432476,26.572,538563,11503861.600000001,1.2,-0.6,4.6
2023-02-07,26.54,26.74,26.48,26.73,444974,26.65,533768,11894155.02,0.98,0.72,2.75
2023-02-08,26.7,26.89,26.65,26.79,635250,26.67,521153,17018347.5,0.9,0.34,4.66
2023-02-09,26.77,27.09,26.52,27.09,666117,26.762,552754,18045109.53,2.13,1.2,1.52
2023-02-10,27.63,27.63,26.83,26.91,1160229,26.824,667809,31221762.39,2.9,-2.61,2.77
2023-02-13,26.95,27.5,26.91,27.39,1128683,26.982,807051,30914627.37,2.19,1.63,3.19
2023-02-14,27.37,27.62,27.16,27.61,967488,27.158,911553,26712343.68,1.68,0.88,4.88
2023-02-15,27.57,27.7,27.45,27.67,866900,27.334,957883,23987123.0,0.91,0.36,1.76
2023-02-16,28.0,28.0,26.51,26.61,1504748,27.238,1125610,40041344.28,5.32,-4.96,0.75
2023-02-17,26.6,27.37,26.51,27.04,1201250,27.264,1133814,32481800.0,3.23,1.65,4.8
2023-02-20,27.11,29.69,27.05,28.81,4936373,27.548,1895352,142216906.13,9.74,6.27,3.05
2023-02-21,28.6,29.45,28.06,29.42,4252228,27.91,2552300,125100547.76,4.86,2.87,1.65
2023-02-22,29.42,31.88,29.05,30.6,7038799,28.496,3786680,215387249.4,9.62,4.01,0.63
2023-02-23,30.97,30.97,29.45,29.84,3167955,29.142,4119321,94531777.2,4.91,-3.65,0.91
2023-02-24,29.86,32.03,29.56,31.51,5912703,30.036,5061612,186309271.53,8.27,5.53,3.98
2023-02-27,31.19,31.98,30.43,30.75,3968778,30.424,4868093,122039923.5,4.97,-1.41,2.63
2023-02-28,30.39,32.08,29.92,31.73,4342940,30.886,4886235,137801486.2,7.11,4.41,1.37
2023-03-01,31.4,31.72,31.1,31.41,2145404,31.048,3907556,67387139.64,1.97,0.03,3.93
2023-03-02,31.15,31.99,31.15,31.19,2562088,31.318,3786383,79911524.72,2.7,0.13,2.08
2023-03-03,31.19,31.68,30.74,31.57,2387102,31.33,3081262,75360810.14,3.01,1.22,0.67
2023-03-06,31.82,32.2,29.71,30.3,4611878,31.24,3209882,139739903.4,7.83,-4.78,3.45
2023-03-07,29.29,29.69,27.65,27.85,5258784,30.464,3393051,146457134.4,6.96,-4.92,4.18
2023-03-08,27.7,28.5,27.54,28.2,2727326,29.822,3509436,76910593.2,3.47,1.81,3.26
2023-03-09,28.48,28.58,28.01,28.06,1733502,29.196,3343718,48642066.12,2.0,-1.47,5.0
2023-03-10,28.14,28.49,28.13,28.45,1403800,28.572,3147058,39938110.0,1.28,1.1,0.47
2023-03-13,28.25,28.96,28.23,28.61,1372674,28.234,2499217,39272203.14,2.58,1.27,1.61
2023-03-14,28.61,29.01,28.26,28.98,1669800,28.46,1781420,48390804.0,2.62,1.29,4.08
2023-03-15,28.93,29.23,28.52,28.61,1065700,28.542,1449095,30489677.0,2.45,-1.11,4.41
